order_id,customer_id,order_date,product,category,quantity,price,discount,country,revenue
500033,552,2024-06-15,Toys Item 11,Toys,4,29.11,0.1,Jordan,104.8
500034,291,2024-02-11,Electronics Item 25,Electronics,2,63.94,0.1,UAE,115.09
500035,66,2024-08-17,Home Item 11,Home,1,131.5,0.0,UAE,131.5
500036,511,2024-07-21,Toys Item 20,Toys,1,92.72,0.15,Morocco,78.81
500037,27,2024-02-06,Toys Item 17,Toys,2,63.87,0.1,Saudi Arabia,114.97
500038,571,2024-04-18,Electronics Item 6,Electronics,3,68.08,0.2,Morocco,163.39
500039,81,2024-03-13,Toys Item 3,Toys,3,28.75,0.15,Egypt,73.31
500040,392,2024-05-26,Home Item 33,Home,4,137.67,0.15,Egypt,468.08
500041,206,2024-03-17,Sports Item 11,Sports,1,74.58,0.25,Egypt,55.94
500042,484,2024-05-16,Toys Item 23,Toys,1,120.69,0.1,Jordan,108.62
500043,262,2024-08-30,Electronics Item 10,Electronics,1,29.87,0.1,Jordan,26.88
500044,506,2024-05-13,Sports Item 31,Sports,4,194.65,0.25,Egypt,583.95
500045,362,2024-03-08,Fashion Item 22,Fashion,1,79.04,0.2,Lebanon,63.23
500046,90,2024-05-18,Grocery Item 19,Grocery,4,63.97,0.2,Egypt,204.7
500047,122,2024-11-17,Fashion Item 37,Fashion,5,26.78,0.0,Egypt,133.9
500048,99,2024-06-28,Electronics Item 13,Electronics,2,81.05,0.15,UAE,137.78
500049,238,2024-12-19,Home Item 33,Home,1,56.59,0.0,Morocco,56.59
500050,451,2024-01-05,Grocery Item 16,Grocery,2,50.26,0.25,Jordan,75.39
500051,353,2024-05-22,Home Item 17,Home,4,19.83,0.05,Saudi Arabia,75.35
500052,353,2024-02-09,Electronics Item 30,Electronics,2,76.46,0.0,Saudi Arabia,152.92
500053,87,2024-04-14,Sports Item 35,Sports,1,38.88,0.0,Egypt,38.88
500054,519,2024-08-12,Home Item 6,Home,2,110.67,0.1,Morocco,199.21
500055,5,2024-01-10,Electronics Item 16,Electronics,3,75.22,0.1,UAE,203.09
500056,220,2024-11-29,Electronics Item 6,Electronics,4,111.42,0.15,Jordan,378.83
500057,367,2024-03-14,Home Item 30,Home,4,94.58,0.0,UAE,378.32
500058,523,2024-05-11,Grocery Item 14,Grocery,5,123.02,0.15,Lebanon,522.84
500059,397,2024-03-26,Sports Item 2,Sports,5,48.4,0.0,Jordan,242.0
500060,550,2024-08-16,Sports Item 18,Sports,1,103.63,0.05,UAE,98.45
500061,2,2024-05-19,Sports Item 10,Sports,2,59.98,0.0,Egypt,119.96
500062,520,2024-12-19,Electronics Item 35,Electronics,3,30.15,0.15,UAE,76.88
500063,384,2024-07-18,Electronics Item 38,Electronics,4,11.4,0.0,Lebanon,45.6
500064,188,2024-07-18,Electronics Item 39,Electronics,4,111.7,0.0,Jordan,446.8
500065,456,2024-09-10,Sports Item 8,Sports,3,61.65,0.05,Egypt,175.7
500066,416,2024-09-06,Sports Item 32,Sports,5,9.43,0.1,Egypt,42.44
500067,171,2024-01-19,Fashion Item 17,Fashion,2,119.2,0.0,Egypt,238.4
500068,591,2024-06-25,Toys Item 8,Toys,4,66.45,0.0,Egypt,265.8
500069,462,2024-01-11,Electronics Item 18,Electronics,3,155.66,0.0,Egypt,466.98
500070,59,2024-08-25,Grocery Item 22,Grocery,5,37.43,0.0,Morocco,187.15
500071,194,2024-07-16,Fashion Item 3,Fashion,1,26.04,0.2,Jordan,20.83
500072,40,2024-08-24,Fashion Item 6,Fashion,2,19.72,0.25,Morocco,29.58
500073,67,2024-08-05,Sports Item 19,Sports,3,12.16,0.0,Saudi Arabia,36.48
500074,387,2024-03-12,Home Item 21,Home,2,36.8,0.05,Egypt,69.92
500075,557,2024-12-25,Sports Item 24,Sports,2,284.06,0.0,UAE,568.12
500076,588,2024-01-15,Toys Item 3,Toys,5,96.39,0.1,Morocco,433.76
500077,271,2024-01-21,Sports Item 19,Sports,1,142.23,0.15,Saudi Arabia,120.9
500078,331,2024-05-20,Sports Item 8,Sports,4,12.52,0.1,Egypt,45.07
500079,553,2024-11-06,Toys Item 32,Toys,2,80.72,0.25,UAE,121.08
500080,293,2024-03-28,Sports Item 27,Sports,5,55.94,0.0,Egypt,279.7
500081,503,2024-09-23,Toys Item 23,Toys,2,162.61,0.05,UAE,308.96
500082,194,2024-01-21,Fashion Item 14,Fashion,2,54.19,0.05,Egypt,102.96
500083,257,2024-10-15,Fashion Item 3,Fashion,5,133.64,0.05,Lebanon,634.79
500084,72,2024-01-23,Grocery Item 14,Grocery,3,99.57,0.0,UAE,298.71
500085,376,2024-06-02,Toys Item 26,Toys,1,95.76,0.0,UAE,95.76
500086,172,2024-07-09,Home Item 12,Home,4,29.73,0.0,Egypt,118.92
500087,598,2024-08-08,Sports Item 26,Sports,3,176.5,0.0,UAE,529.5
500088,371,2024-08-30,Sports Item 34,Sports,1,121.0,0.15,Egypt,102.85
500089,91,2024-02-18,Toys Item 8,Toys,5,98.88,0.0,Morocco,494.4
500090,65,2024-03-12,Electronics Item 18,Electronics,5,63.32,0.2,Jordan,253.28
500091,394,2024-11-23,Sports Item 39,Sports,5,40.37,0.05,Jordan,191.76
500092,47,2024-06-18,Fashion Item 35,Fashion,1,173.43,0.0,UAE,173.43
500093,135,2024-03-02,Sports Item 20,Sports,2,58.62,0.15,Jordan,99.65
500094,228,2024-10-06,Sports Item 14,Sports,3,117.71,0.0,Egypt,353.13
500095,176,2024-08-08,Home Item 4,Home,3,23.71,0.15,UAE,60.46
500096,36,2024-12-17,Sports Item 17,Sports,5,54.92,0.0,Egypt,274.6
500097,430,2024-08-17,Electronics Item 19,Electronics,4,90.74,0.1,UAE,326.66
500098,180,2024-09-07,Toys Item 3,Toys,3,31.41,0.2,Egypt,75.38
500099,162,2024-08-28,Sports Item 25,Sports,1,27.14,0.0,Egypt,27.14
500100,346,2024-12-09,Fashion Item 29,Fashion,2,51.18,0.1,Egypt,92.12
500101,240,2024-10-26,Grocery Item 20,Grocery,4,34.49,0.1,Egypt,124.16
500102,502,2024-06-21,Home Item 39,Home,1,116.41,0.1,UAE,104.77
500103,304,2024-04-12,Sports Item 36,Sports,1,50.64,0.0,Morocco,50.64
500104,35,2024-06-09,Electronics Item 9,Electronics,3,66.72,0.15,Egypt,170.14
500105,280,2024-11-10,Home Item 26,Home,1,108.14,0.15,UAE,91.92
500106,178,2024-07-01,Fashion Item 33,Fashion,4,114.44,0.15,Jordan,389.1
500107,398,2024-02-17,Fashion Item 6,Fashion,3,19.66,0.0,Saudi Arabia,58.98
500108,6,2024-02-21,Grocery Item 12,Grocery,1,32.39,0.05,Saudi Arabia,30.77
500109,82,2024-07-18,Home Item 38,Home,5,94.06,0.25,Lebanon,352.72
500110,570,2024-11-13,Toys Item 27,Toys,2,64.15,0.25,Egypt,96.22
500111,149,2024-02-28,Fashion Item 38,Fashion,2,34.25,0.0,Saudi Arabia,68.5
500112,340,2024-08-16,Sports Item 30,Sports,5,6.61,0.0,Egypt,33.05
500113,70,2024-01-18,Home Item 7,Home,1,235.08,0.0,UAE,235.08
500114,196,2024-11-01,Electronics Item 37,Electronics,3,62.05,0.05,Egypt,176.84
500115,250,2024-06-12,Home Item 15,Home,2,14.1,0.0,UAE,28.2
500116,491,2024-05-06,Grocery Item 4,Grocery,3,189.61,0.15,UAE,483.51
500117,593,2024-01-29,Grocery Item 36,Grocery,3,60.9,0.1,Egypt,164.43
500118,54,2024-07-09,Electronics Item 26,Electronics,4,28.23,0.0,Jordan,112.92
500119,245,2024-12-14,Toys Item 30,Toys,1,58.24,0.2,Saudi Arabia,46.59
500120,580,2024-12-11,Home Item 18,Home,2,36.56,0.25,Lebanon,54.84
500121,164,2024-04-17,Toys Item 14,Toys,4,52.88,0.0,Morocco,211.52
500122,477,2024-07-29,Electronics Item 9,Electronics,1,15.72,0.1,Egypt,14.15
500123,545,2024-05-25,Electronics Item 6,Electronics,1,35.94,0.15,UAE,30.55
500124,376,2024-05-07,Fashion Item 35,Fashion,2,67.21,0.05,Egypt,127.7
500125,589,2024-12-11,Toys Item 33,Toys,1,212.71,0.0,UAE,212.71
500126,510,2024-07-12,Toys Item 27,Toys,3,167.7,0.1,Saudi Arabia,452.79
500127,234,2024-03-26,Grocery Item 6,Grocery,2,75.64,0.05,Egypt,143.72
500128,46,2024-10-15,Home Item 22,Home,5,158.7,0.0,Egypt,793.5
500129,320,2024-03-06,Sports Item 16,Sports,5,42.26,0.05,Egypt,200.74
500130,476,2024-06-24,Fashion Item 18,Fashion,3,10.87,0.1,Egypt,29.35
500131,236,2024-12-24,Sports Item 10,Sports,5,251.09,0.25,Egypt,941.59
500132,375,2024-04-20,Home Item 39,Home,5,53.1,0.05,Egypt,252.22
500133,277,2024-05-06,Toys Item 1,Toys,1,224.51,0.2,Egypt,179.61
500134,198,2024-09-10,Electronics Item 18,Electronics,2,22.13,0.0,Jordan,44.26
500135,448,2024-09-07,Fashion Item 23,Fashion,1,57.16,0.05,UAE,54.3
500136,213,2024-12-10,Grocery Item 38,Grocery,5,174.71,0.25,Egypt,655.16
500137,442,2024-11-18,Fashion Item 19,Fashion,3,101.22,0.05,Saudi Arabia,288.48
500138,240,2024-09-01,Home Item 32,Home,2,173.37,0.0,Lebanon,346.74
500139,558,2024-04-27,Grocery Item 8,Grocery,3,68.82,0.15,Egypt,175.49
500140,246,2024-08-01,Home Item 16,Home,5,23.72,0.0,UAE,118.6
500141,346,2024-07-27,Sports Item 5,Sports,5,19.55,0.05,Egypt,92.86
500142,33,2024-10-17,Electronics Item 28,Electronics,2,30.37,0.05,UAE,57.7
500143,170,2024-03-17,Fashion Item 30,Fashion,1,72.38,0.1,Egypt,65.14
500144,371,2024-12-13,Electronics Item 26,Electronics,3,28.49,0.05,Egypt,81.2
500145,589,2024-02-20,Sports Item 23,Sports,1,63.33,0.0,Jordan,63.33
500146,298,2024-06-05,Sports Item 16,Sports,3,20.66,0.15,Saudi Arabia,52.68
500147,137,2024-01-18,Fashion Item 27,Fashion,1,30.35,0.05,Saudi Arabia,28.83
500148,537,2024-09-20,Electronics Item 13,Electronics,1,41.47,0.2,Saudi Arabia,33.18
500149,504,2024-08-11,Toys Item 27,Toys,5,46.44,0.0,Egypt,232.2
500150,82,2024-02-06,Toys Item 4,Toys,4,25.27,0.1,UAE,90.97
500151,448,2024-02-03,Toys Item 34,Toys,2,54.02,0.1,Saudi Arabia,97.24
500152,330,2024-11-09,Toys Item 2,Toys,1,21.95,0.0,UAE,21.95
500153,30,2024-04-11,Home Item 2,Home,2,203.71,0.15,UAE,346.31
500154,512,2024-04-08,Grocery Item 27,Grocery,3,9.51,0.05,UAE,27.1
500155,546,2024-10-05,Toys Item 18,Toys,1,83.52,0.0,Saudi Arabia,83.52
500156,395,2024-11-25,Electronics Item 10,Electronics,3,62.78,0.0,Egypt,188.34
500157,332,2024-04-08,Grocery Item 33,Grocery,1,29.49,0.05,Egypt,28.02
500158,578,2024-02-05,Grocery Item 31,Grocery,3,194.95,0.05,Morocco,555.61
500159,306,2024-01-22,Electronics Item 33,Electronics,4,14.4,0.0,UAE,57.6
500160,572,2024-06-24,Home Item 14,Home,5,126.59,0.0,UAE,632.95
500161,259,2024-02-14,Sports Item 6,Sports,5,31.42,0.15,Jordan,133.54
500162,472,2024-05-18,Home Item 13,Home,3,79.65,0.25,Egypt,179.21
500163,166,2024-11-21,Sports Item 30,Sports,4,57.22,0.1,UAE,205.99
500164,18,2024-11-16,Fashion Item 13,Fashion,5,59.67,0.1,UAE,268.52
500165,495,2024-07-17,Home Item 36,Home,1,160.05,0.0,Lebanon,160.05
500166,374,2024-07-24,Home Item 22,Home,2,249.13,0.0,Egypt,498.26
500167,401,2024-08-21,Sports Item 26,Sports,2,43.69,0.0,Egypt,87.38
500168,32,2024-06-12,Electronics Item 29,Electronics,5,47.51,0.1,Saudi Arabia,213.8
500169,444,2024-09-03,Sports Item 34,Sports,1,63.15,0.0,UAE,63.15
500170,446,2024-12-04,Toys Item 25,Toys,3,161.58,0.0,UAE,484.74
500171,396,2024-11-09,Electronics Item 20,Electronics,2,36.72,0.0,Saudi Arabia,73.44
500172,107,2024-08-23,Electronics Item 36,Electronics,4,138.86,0.05,UAE,527.67
500173,408,2024-12-28,Toys Item 4,Toys,1,27.57,0.25,Jordan,20.68
500174,224,2024-09-18,Toys Item 37,Toys,2,50.46,0.05,UAE,95.87
500175,334,2024-07-30,Toys Item 7,Toys,5,82.49,0.0,UAE,412.45
500176,305,2024-02-14,Electronics Item 5,Electronics,5,83.85,0.0,Morocco,419.25
500177,429,2024-02-19,Grocery Item 4,Grocery,4,47.8,0.0,Morocco,191.2
500178,487,2024-10-11,Electronics Item 39,Electronics,1,55.55,0.25,UAE,41.66
500179,373,2024-11-04,Electronics Item 13,Electronics,3,40.48,0.1,Egypt,109.3
500180,178,2024-01-23,Fashion Item 4,Fashion,2,55.98,0.2,Egypt,89.57
500181,171,2024-09-01,Sports Item 25,Sports,2,35.76,0.0,Egypt,71.52
500182,597,2024-11-25,Toys Item 24,Toys,2,235.05,0.0,Jordan,470.1
500183,548,2024-01-01,Fashion Item 15,Fashion,4,64.07,0.0,Morocco,256.28
500184,245,2024-07-23,Electronics Item 11,Electronics,1,118.63,0.0,Morocco,118.63
500185,57,2024-12-28,Home Item 4,Home,2,11.65,0.25,UAE,17.48
500186,549,2024-06-02,Electronics Item 17,Electronics,2,15.46,0.25,UAE,23.19
500187,178,2024-10-15,Fashion Item 30,Fashion,2,184.62,0.15,UAE,313.85
500188,33,2024-04-07,Fashion Item 18,Fashion,4,110.98,0.0,Egypt,443.92
500189,385,2024-08-12,Grocery Item 23,Grocery,1,146.62,0.0,Morocco,146.62
500190,42,2024-06-22,Home Item 27,Home,4,63.14,0.05,Egypt,239.93
500191,551,2024-05-24,Home Item 25,Home,4,239.97,0.0,Jordan,959.88
500192,535,2024-08-10,Electronics Item 35,Electronics,4,98.45,0.25,Saudi Arabia,295.35
500193,180,2024-04-10,Home Item 21,Home,2,215.82,0.0,Egypt,431.64
500194,364,2024-03-23,Grocery Item 6,Grocery,5,55.13,0.1,Egypt,248.09
500195,159,2024-04-28,Grocery Item 9,Grocery,1,71.11,0.0,UAE,71.11
500196,120,2024-02-24,Sports Item 30,Sports,5,14.34,0.25,Lebanon,53.78
500197,77,2024-03-28,Home Item 31,Home,1,31.47,0.05,Egypt,29.9
500198,96,2024-03-08,Grocery Item 34,Grocery,2,25.75,0.0,UAE,51.5
500199,49,2024-11-08,Home Item 28,Home,4,223.16,0.0,Egypt,892.64
500200,564,2024-01-01,Grocery Item 39,Grocery,1,21.96,0.15,Morocco,18.67
500201,477,2024-03-24,Home Item 27,Home,2,24.34,0.2,Saudi Arabia,38.94
500202,464,2024-11-22,Sports Item 30,Sports,4,125.33,0.2,Egypt,401.06
500203,347,2024-09-18,Sports Item 10,Sports,2,86.9,0.1,UAE,156.42
500204,243,2024-04-25,Sports Item 29,Sports,4,23.51,0.0,Morocco,94.04
500205,102,2024-05-13,Electronics Item 24,Electronics,1,60.71,0.05,Morocco,57.67
500206,205,2024-04-04,Sports Item 14,Sports,1,68.04,0.0,Saudi Arabia,68.04
500207,186,2024-06-26,Grocery Item 16,Grocery,2,77.88,0.05,Saudi Arabia,147.97
500208,324,2024-01-06,Home Item 5,Home,2,26.42,0.05,Egypt,50.2
500209,396,2024-09-13,Home Item 33,Home,3,103.69,0.15,Egypt,264.41
500210,283,2024-02-02,Grocery Item 25,Grocery,3,27.11,0.2,Saudi Arabia,65.06
500211,598,2024-01-10,Fashion Item 31,Fashion,5,12.13,0.0,Egypt,60.65
500212,243,2024-02-14,Fashion Item 2,Fashion,1,84.47,0.25,Jordan,63.35
500213,264,2024-03-28,Home Item 36,Home,3,60.16,0.2,Morocco,144.38
500214,528,2024-08-08,Grocery Item 23,Grocery,3,15.68,0.25,Egypt,35.28
500215,192,2024-08-07,Fashion Item 6,Fashion,3,156.61,0.1,Morocco,422.85
500216,405,2024-09-19,Sports Item 21,Sports,4,6.43,0.1,UAE,23.15
500217,97,2024-01-25,Home Item 29,Home,1,27.86,0.0,UAE,27.86
500218,389,2024-09-12,Toys Item 27,Toys,4,23.98,0.0,Lebanon,95.92
500219,244,2024-04-10,Sports Item 15,Sports,2,14.51,0.0,Morocco,29.02
500220,345,2024-12-09,Home Item 7,Home,1,62.68,0.05,Jordan,59.55
500221,214,2024-11-20,Grocery Item 35,Grocery,2,21.28,0.1,Egypt,38.3
500222,246,2024-05-31,Home Item 25,Home,2,49.35,0.0,UAE,98.7
500223,386,2024-09-22,Electronics Item 29,Electronics,5,76.2,0.15,Egypt,323.85
500224,38,2024-01-29,Toys Item 3,Toys,1,53.7,0.1,Saudi Arabia,48.33
500225,564,2024-01-28,Fashion Item 5,Fashion,3,76.8,0.0,Egypt,230.4
500226,534,2024-05-29,Grocery Item 12,Grocery,3,132.29,0.1,UAE,357.18
500227,401,2024-03-22,Toys Item 20,Toys,1,144.15,0.1,Egypt,129.74
500228,46,2024-11-26,Home Item 34,Home,4,54.96,0.0,UAE,219.84
500229,21,2024-12-05,Home Item 35,Home,4,21.04,0.2,Saudi Arabia,67.33
500230,77,2024-10-25,Grocery Item 8,Grocery,5,11.96,0.0,Morocco,59.8
500231,551,2024-03-12,Fashion Item 19,Fashion,5,51.78,0.0,Lebanon,258.9
500232,51,2024-06-17,Home Item 24,Home,4,197.0,0.0,Egypt,788.0
500233,205,2024-06-29,Home Item 5,Home,5,12.54,0.05,Jordan,59.56
500234,87,2024-11-17,Electronics Item 26,Electronics,1,59.85,0.1,Jordan,53.86
500235,457,2024-12-17,Sports Item 29,Sports,2,70.39,0.05,Jordan,133.74
500236,6,2024-02-22,Fashion Item 34,Fashion,3,18.89,0.0,Saudi Arabia,56.67
500237,503,2024-04-05,Fashion Item 18,Fashion,4,90.74,0.0,Egypt,362.96
500238,529,2024-08-22,Sports Item 1,Sports,2,161.52,0.05,Saudi Arabia,306.89
500239,359,2024-01-28,Electronics Item 12,Electronics,2,31.45,0.0,UAE,62.9
500240,54,2024-08-24,Fashion Item 19,Fashion,5,88.11,0.1,Morocco,396.5
500241,210,2024-05-03,Sports Item 23,Sports,3,7.31,0.1,UAE,19.74
500242,267,2024-12-30,Sports Item 21,Sports,5,53.86,0.15,Egypt,228.9
500243,550,2024-10-06,Toys Item 35,Toys,5,22.33,0.1,Morocco,100.48
500244,460,2024-07-17,Home Item 6,Home,2,24.04,0.0,UAE,48.08
500245,68,2024-12-21,Grocery Item 24,Grocery,5,65.78,0.0,UAE,328.9
500246,11,2024-07-04,Electronics Item 9,Electronics,5,198.05,0.25,Egypt,742.69
500247,338,2024-02-10,Toys Item 17,Toys,5,44.16,0.1,Egypt,198.72
500248,585,2024-07-10,Electronics Item 11,Electronics,1,32.82,0.0,Saudi Arabia,32.82
500249,89,2024-09-02,Electronics Item 29,Electronics,5,55.7,0.15,Saudi Arabia,236.72
500250,232,2024-11-05,Home Item 33,Home,2,46.2,0.1,Saudi Arabia,83.16
500251,311,2024-02-11,Grocery Item 13,Grocery,2,60.79,0.2,Egypt,97.26
500252,164,2024-01-30,Fashion Item 21,Fashion,3,82.57,0.0,UAE,247.71
500253,560,2024-07-11,Electronics Item 21,Electronics,3,40.96,0.0,Saudi Arabia,122.88
500254,41,2024-10-13,Fashion Item 6,Fashion,1,80.89,0.25,UAE,60.67
500255,305,2024-02-04,Sports Item 18,Sports,1,16.62,0.05,UAE,15.79
500256,10,2024-10-22,Home Item 24,Home,3,49.68,0.15,Morocco,126.68
500257,548,2024-11-03,Fashion Item 2,Fashion,1,145.8,0.25,Egypt,109.35
500258,71,2024-09-13,Toys Item 15,Toys,4,83.45,0.15,Saudi Arabia,283.73
500259,248,2024-01-12,Fashion Item 6,Fashion,5,84.35,0.25,Saudi Arabia,316.31
500260,18,2024-07-21,Home Item 9,Home,1,94.69,0.0,Morocco,94.69
500261,473,2024-09-29,Home Item 29,Home,5,89.47,0.0,Egypt,447.35
500262,98,2024-03-20,Toys Item 30,Toys,3,13.79,0.0,Egypt,41.37
500263,483,2024-08-17,Electronics Item 7,Electronics,4,67.48,0.25,Morocco,202.44
500264,93,2024-06-03,Grocery Item 11,Grocery,1,75.36,0.1,UAE,67.82
500265,590,2024-09-11,Grocery Item 23,Grocery,5,71.5,0.0,Lebanon,357.5
500266,186,2024-07-07,Grocery Item 12,Grocery,2,27.37,0.0,Egypt,54.74
500267,190,2024-01-19,Electronics Item 11,Electronics,3,24.33,0.2,Egypt,58.39
500268,510,2024-08-26,Home Item 5,Home,2,32.02,0.15,Egypt,54.43
500269,118,2024-10-19,Sports Item 6,Sports,4,56.08,0.05,Egypt,213.1
500270,544,2024-11-19,Toys Item 24,Toys,4,7.74,0.05,Saudi Arabia,29.41
500271,467,2024-05-27,Fashion Item 14,Fashion,5,62.76,0.0,Egypt,313.8
500272,360,2024-03-14,Toys Item 14,Toys,2,48.33,0.25,Jordan,72.5
500273,279,2024-09-09,Home Item 37,Home,5,17.19,0.25,Egypt,64.46
500274,276,2024-04-15,Toys Item 28,Toys,4,37.84,0.0,Egypt,151.36
500275,501,2024-04-27,Electronics Item 5,Electronics,5,143.1,0.05,Saudi Arabia,679.72
500276,77,2024-04-05,Electronics Item 22,Electronics,4,24.04,0.1,Egypt,86.54
500277,386,2024-08-11,Grocery Item 35,Grocery,2,109.69,0.1,UAE,197.44
500278,346,2024-11-15,Electronics Item 14,Electronics,2,3.9,0.1,Egypt,7.02
500279,210,2024-02-05,Fashion Item 30,Fashion,3,128.48,0.0,Egypt,385.44
500280,459,2024-02-25,Fashion Item 34,Fashion,2,14.83,0.25,UAE,22.24
500281,549,2024-05-31,Fashion Item 6,Fashion,5,91.36,0.2,Morocco,365.44
500282,133,2024-03-13,Electronics Item 10,Electronics,5,124.49,0.1,Lebanon,560.2
500283,548,2024-07-07,Sports Item 11,Sports,1,23.6,0.0,Egypt,23.6
500284,152,2024-01-27,Home Item 16,Home,5,56.42,0.15,Egypt,239.79
500285,410,2024-11-29,Toys Item 24,Toys,5,161.83,0.25,Saudi Arabia,606.86
500286,573,2024-07-09,Toys Item 7,Toys,4,48.28,0.1,Egypt,173.81
500287,565,2024-07-13,Sports Item 22,Sports,3,13.33,0.0,Jordan,39.99
500288,477,2024-01-25,Fashion Item 18,Fashion,1,21.57,0.0,Egypt,21.57
500289,51,2024-01-01,Electronics Item 6,Electronics,2,145.09,0.0,UAE,290.18
500290,272,2024-08-30,Home Item 3,Home,5,77.99,0.2,Jordan,311.96
500291,590,2024-02-04,Fashion Item 26,Fashion,3,12.26,0.05,Egypt,34.94
500292,109,2024-05-24,Sports Item 7,Sports,1,72.37,0.0,UAE,72.37
500293,543,2024-07-01,Toys Item 20,Toys,1,61.69,0.0,Saudi Arabia,61.69
500294,471,2024-01-27,Sports Item 2,Sports,3,30.04,0.0,Jordan,90.12
500295,427,2024-08-02,Sports Item 20,Sports,3,40.24,0.05,UAE,114.68
500296,132,2024-12-04,Grocery Item 39,Grocery,3,74.53,0.0,Lebanon,223.59
500297,452,2024-02-02,Home Item 27,Home,1,101.62,0.0,Egypt,101.62
500298,127,2024-12-02,Grocery Item 20,Grocery,5,134.57,0.0,UAE,672.85
500299,370,2024-11-12,Fashion Item 37,Fashion,2,66.33,0.25,Egypt,99.5
500300,582,2024-11-21,Sports Item 10,Sports,5,103.29,0.0,UAE,516.45
500301,301,2024-05-25,Toys Item 21,Toys,1,74.05,0.2,Egypt,59.24
500302,324,2024-02-04,Fashion Item 25,Fashion,5,76.67,0.0,UAE,383.35
500303,506,2024-03-25,Grocery Item 35,Grocery,2,125.51,0.0,Egypt,251.02
500304,129,2024-02-26,Electronics Item 22,Electronics,4,39.1,0.0,Jordan,156.4
500305,284,2024-05-26,Sports Item 28,Sports,3,53.29,0.0,Jordan,159.87
500306,600,2024-11-18,Electronics Item 31,Electronics,1,112.32,0.05,Jordan,106.7
500307,233,2024-06-24,Home Item 16,Home,4,109.38,0.25,Saudi Arabia,328.14
500308,328,2024-05-13,Electronics Item 23,Electronics,4,58.95,0.1,Egypt,212.22
500309,563,2024-08-18,Electronics Item 6,Electronics,5,7.73,0.05,Saudi Arabia,36.72
500310,258,2024-12-06,Sports Item 3,Sports,4,108.29,0.25,UAE,324.87
500311,360,2024-11-14,Toys Item 30,Toys,3,143.09,0.0,Saudi Arabia,429.27
500312,40,2024-02-15,Toys Item 3,Toys,3,81.99,0.0,Lebanon,245.97
500313,369,2024-01-06,Grocery Item 8,Grocery,3,53.34,0.05,Jordan,152.02
500314,195,2024-09-04,Electronics Item 14,Electronics,2,52.57,0.05,Egypt,99.88
500315,298,2024-08-12,Home Item 35,Home,5,191.27,0.05,Morocco,908.53
500316,167,2024-02-27,Home Item 33,Home,4,106.04,0.05,Egypt,402.95
