order_id,order_date,customer_id,product,category,quantity,price,discount,region,revenue
10094,2024-08-03,25,USB-C Hub,Electronics,1,293.78,0.05,Mansoura,279.09
10095,2024-06-22,159,Jacket,Clothing,3,28.51,0.1,Giza,76.98
10096,2024-07-27,70,Laptop,Electronics,1,328.0,0.0,Mansoura,328.0
10097,2024-10-27,110,Lipstick,Beauty,2,16.48,0.0,Cairo,32.96
10098,2024-09-17,178,Perfume,Beauty,1,15.63,0.0,Giza,15.63
10099,2024-07-03,77,Headphones,Electronics,1,100.74,0.0,Cairo,100.74
10100,2024-04-26,20,Perfume,Beauty,2,8.11,0.2,Aswan,12.98
10101,2024-05-28,136,Laptop,Electronics,1,285.95,0.0,Alexandria,285.95
10102,2024-04-15,91,Headphones,Electronics,1,292.91,0.0,Cairo,292.91
10103,2024-08-18,68,Cap,Clothing,2,30.26,0.0,Giza,60.52
10104,2024-05-13,125,T-Shirt,Clothing,1,38.11,0.05,Alexandria,36.2
10105,2024-02-05,3,Jacket,Clothing,1,27.92,0.0,Cairo,27.92
10106,2024-02-13,34,Monitor,Electronics,1,264.84,0.0,Cairo,264.84
10107,2024-01-27,144,Laptop,Electronics,3,335.94,0.0,Aswan,1007.82
10108,2024-08-30,140,Sneakers,Clothing,1,33.6,0.1,Alexandria,30.24
10109,2024-06-21,41,T-Shirt,Clothing,1,29.37,0.0,Cairo,29.37
10110,2024-10-02,59,Frying Pan,Home & Kitchen,1,79.44,0.1,Cairo,71.5
10111,2024-11-15,27,Bicycle Helmet,Sports,1,12.57,0.0,Alexandria,12.57
10112,2024-10-25,159,Laptop,Electronics,2,173.19,0.0,Cairo,346.38
10113,2024-08-23,188,Comic,Books,1,7.19,0.15,Cairo,6.11
10114,2024-05-26,200,Sunscreen,Beauty,1,23.88,0.15,Mansoura,20.3
10115,2024-11-05,7,Comic,Books,1,9.01,0.0,Mansoura,9.01
10116,2024-09-01,12,Headphones,Electronics,2,120.75,0.0,Alexandria,241.5
10117,2024-06-28,89,Laptop,Electronics,1,251.39,0.05,Aswan,238.82
10118,2024-08-28,57,Running Shoes,Sports,1,42.19,0.2,Mansoura,33.75
10119,2024-09-17,51,Running Shoes,Sports,1,45.02,0.0,Cairo,45.02
10120,2024-10-06,85,Running Shoes,Sports,2,39.9,0.0,Mansoura,79.8
10121,2024-11-22,22,Cookbook,Books,1,15.95,0.05,Mansoura,15.15
10122,2024-08-26,138,Running Shoes,Sports,1,53.97,0.15,Cairo,45.87
10123,2024-03-29,164,Frying Pan,Home & Kitchen,1,69.19,0.05,Aswan,65.73
10124,2024-10-18,69,Frying Pan,Home & Kitchen,1,56.42,0.05,Mansoura,53.6
10125,2024-04-22,60,USB-C Hub,Electronics,2,319.22,0.0,Giza,638.44
10126,2024-12-15,48,Jeans,Clothing,1,19.08,0.0,Mansoura,19.08
10127,2024-02-19,140,Comic,Books,3,11.49,0.0,Cairo,34.47
10128,2024-10-08,24,Running Shoes,Sports,1,50.67,0.15,Cairo,43.07
10129,2024-04-01,21,Shampoo,Beauty,1,22.72,0.0,Cairo,22.72
10130,2024-07-19,70,Jeans,Clothing,1,18.85,0.0,Giza,18.85
10131,2024-09-07,137,Headphones,Electronics,2,315.85,0.0,Cairo,631.7
10132,2024-10-03,107,Laptop,Electronics,1,265.43,0.0,Cairo,265.43
10133,2024-08-29,131,Jeans,Clothing,1,23.95,0.0,Alexandria,23.95
10134,2024-03-26,68,Sneakers,Clothing,1,40.71,0.0,Giza,40.71
10135,2024-06-23,196,Jacket,Clothing,1,41.31,0.0,Cairo,41.31
10136,2024-12-04,131,Laptop,Electronics,1,173.36,0.0,Cairo,173.36
10137,2024-03-06,187,Blender,Home & Kitchen,1,72.61,0.1,Aswan,65.35
10138,2024-06-28,7,Laptop,Electronics,2,211.73,0.05,Mansoura,402.29
10139,2024-02-07,126,Frying Pan,Home & Kitchen,1,42.31,0.0,Cairo,42.31
10140,2024-11-16,170,T-Shirt,Clothing,1,36.02,0.0,Alexandria,36.02
10141,2024-09-21,88,Wireless Mouse,Electronics,1,187.43,0.1,Aswan,168.69
10142,2024-08-04,122,Running Shoes,Sports,2,54.41,0.0,Giza,108.82
10143,2024-07-11,163,Monitor,Electronics,2,158.75,0.0,Aswan,317.5
10144,2024-02-24,130,USB-C Hub,Electronics,1,278.94,0.0,Cairo,278.94
10145,2024-03-10,80,Blender,Home & Kitchen,2,32.05,0.15,Cairo,54.48
10146,2024-07-08,25,Novel,Books,1,26.3,0.0,Alexandria,26.3
10147,2024-11-01,189,USB-C Hub,Electronics,1,290.61,0.0,Aswan,290.61
10148,2024-06-24,78,Sneakers,Clothing,4,39.15,0.15,Alexandria,133.11
10149,2024-06-03,13,Wireless Mouse,Electronics,1,144.5,0.0,Cairo,144.5
10150,2024-02-08,83,Bicycle Helmet,Sports,1,9.94,0.0,Aswan,9.94
10151,2024-08-17,155,Sneakers,Clothing,1,22.55,0.0,Alexandria,22.55
10152,2024-08-05,8,Laptop,Electronics,1,209.54,0.0,Cairo,209.54
10153,2024-06-16,3,Face Cream,Beauty,1,21.13,0.0,Giza,21.13
10154,2024-08-19,44,Wireless Mouse,Electronics,1,363.55,0.0,Giza,363.55
10155,2024-11-03,131,Monitor,Electronics,3,385.45,0.0,Cairo,1156.35
10156,2024-11-02,90,Face Cream,Beauty,1,19.78,0.0,Alexandria,19.78
10157,2024-04-05,38,Monitor,Electronics,2,358.07,0.0,Aswan,716.14
10158,2024-08-21,102,Monitor,Electronics,1,261.42,0.1,Cairo,235.28
10159,2024-05-26,69,Coffee Maker,Home & Kitchen,1,69.89,0.0,Cairo,69.89
10160,2024-06-06,24,Lipstick,Beauty,1,17.47,0.1,Aswan,15.72
10161,2024-10-11,59,USB-C Hub,Electronics,1,251.95,0.0,Giza,251.95
10162,2024-10-23,64,Comic,Books,3,14.09,0.05,Aswan,40.16
10163,2024-09-02,114,Jeans,Clothing,2,50.29,0.0,Cairo,100.58
10164,2024-02-15,92,Dumbbells,Sports,1,53.23,0.05,Mansoura,50.57
10165,2024-04-15,123,Coffee Maker,Home & Kitchen,1,80.21,0.0,Giza,80.21
10166,2024-06-25,31,Monitor,Electronics,1,164.62,0.05,Alexandria,156.39
10167,2024-07-11,115,Jacket,Clothing,2,55.45,0.0,Mansoura,110.9
10168,2024-05-11,54,Frying Pan,Home & Kitchen,1,77.52,0.15,Alexandria,65.89
10169,2024-07-08,108,Wireless Mouse,Electronics,1,245.25,0.15,Cairo,208.46
10170,2024-08-14,139,Wireless Mouse,Electronics,1,173.06,0.0,Cairo,173.06
10171,2024-10-27,143,Jacket,Clothing,1,24.74,0.0,Giza,24.74
10172,2024-08-26,184,Cutlery Set,Home & Kitchen,1,84.75,0.05,Giza,80.51
10173,2024-04-16,160,USB-C Hub,Electronics,1,160.44,0.1,Cairo,144.4
10174,2024-03-24,149,Cutlery Set,Home & Kitchen,2,65.06,0.05,Mansoura,123.61
10175,2024-01-20,142,Bicycle Helmet,Sports,2,39.47,0.05,Giza,74.99
10176,2024-03-20,87,Jeans,Clothing,1,56.05,0.0,Giza,56.05
10177,2024-11-15,195,T-Shirt,Clothing,1,38.69,0.0,Cairo,38.69
10178,2024-03-26,104,Cap,Clothing,2,43.01,0.15,Alexandria,73.12
10179,2024-06-27,175,Yoga Mat,Sports,2,51.47,0.05,Mansoura,97.79
10180,2024-08-09,126,Face Cream,Beauty,1,11.97,0.05,Aswan,11.37
10181,2024-05-22,82,Lipstick,Beauty,2,24.66,0.0,Cairo,49.32
10182,2024-05-01,71,Frying Pan,Home & Kitchen,1,78.63,0.1,Giza,70.77
10183,2024-10-04,115,T-Shirt,Clothing,1,33.86,0.0,Alexandria,33.86
10184,2024-07-22,52,Perfume,Beauty,3,21.35,0.0,Cairo,64.05
10185,2024-04-16,161,Headphones,Electronics,1,232.22,0.0,Mansoura,232.22
10186,2024-11-08,150,Jacket,Clothing,1,47.91,0.0,Cairo,47.91
10187,2024-09-20,158,Comic,Books,2,12.88,0.05,Giza,24.47
10188,2024-10-04,76,T-Shirt,Clothing,1,33.1,0.05,Cairo,31.44
10189,2024-12-18,21,Textbook,Books,1,18.39,0.0,Alexandria,18.39
10190,2024-07-13,195,Cutlery Set,Home & Kitchen,2,53.63,0.0,Alexandria,107.26
10191,2024-06-04,103,Comic,Books,1,13.68,0.0,Giza,13.68
10192,2024-07-22,134,Coffee Maker,Home & Kitchen,1,32.13,0.0,Giza,32.13
10193,2024-08-19,10,Cookbook,Books,1,17.97,0.0,Aswan,17.97
10194,2024-07-02,35,Perfume,Beauty,1,23.95,0.0,Cairo,23.95
10195,2024-09-19,152,Yoga Mat,Sports,2,52.93,0.15,Alexandria,89.98
10196,2024-02-18,39,Jacket,Clothing,2,18.13,0.0,Aswan,36.26
10197,2024-06-21,197,Wireless Mouse,Electronics,1,175.23,0.0,Cairo,175.23
10198,2024-10-14,35,Wireless Mouse,Electronics,1,306.6,0.0,Alexandria,306.6
10199,2024-11-27,178,Bicycle Helmet,Sports,1,55.06,0.0,Cairo,55.06
10200,2024-08-20,27,Wireless Mouse,Electronics,1,273.6,0.0,Alexandria,273.6
10201,2024-10-12,179,Yoga Mat,Sports,1,41.64,0.0,Cairo,41.64
10202,2024-09-26,27,Blender,Home & Kitchen,4,62.6,0.0,Giza,250.4
10203,2024-11-19,39,Textbook,Books,1,8.68,0.0,Alexandria,8.68
10204,2024-05-20,141,Monitor,Electronics,1,209.94,0.0,Aswan,209.94
10205,2024-12-07,177,Cutlery Set,Home & Kitchen,1,44.4,0.15,Cairo,37.74
10206,2024-09-28,159,Wireless Mouse,Electronics,1,176.25,0.0,Alexandria,176.25
10207,2024-05-05,176,Textbook,Books,1,5.0,0.0,Cairo,5.0
10208,2024-11-15,129,Cutlery Set,Home & Kitchen,1,49.36,0.0,Giza,49.36
10209,2024-04-02,93,Bicycle Helmet,Sports,1,30.34,0.0,Cairo,30.34
10210,2024-06-15,155,Wireless Mouse,Electronics,2,227.88,0.0,Mansoura,455.76
10211,2024-11-15,42,Cap,Clothing,1,44.81,0.0,Cairo,44.81
10212,2024-04-09,198,Water Bottle,Sports,1,61.27,0.0,Giza,61.27
10213,2024-11-28,54,Monitor,Electronics,1,244.14,0.2,Mansoura,195.31
10214,2024-09-11,48,Jacket,Clothing,2,43.79,0.05,Mansoura,83.2
10215,2024-11-21,34,Face Cream,Beauty,1,25.44,0.2,Mansoura,20.35
10216,2024-04-12,25,Shampoo,Beauty,2,19.03,0.0,Giza,38.06
10217,2024-04-22,123,Sunscreen,Beauty,2,18.08,0.2,Cairo,28.93
10218,2024-10-05,54,Perfume,Beauty,1,17.97,0.0,Mansoura,17.97
10219,2024-07-11,17,T-Shirt,Clothing,1,42.9,0.05,Mansoura,40.75
10220,2024-01-15,35,Monitor,Electronics,1,188.66,0.0,Aswan,188.66
10221,2024-02-27,26,Lipstick,Beauty,2,15.46,0.0,Giza,30.92
10222,2024-09-28,128,Cutlery Set,Home & Kitchen,1,39.01,0.0,Cairo,39.01
10223,2024-11-28,126,Cutlery Set,Home & Kitchen,1,56.24,0.0,Mansoura,56.24
10224,2024-12-19,100,Running Shoes,Sports,1,46.6,0.1,Alexandria,41.94
10225,2024-06-12,33,Toaster,Home & Kitchen,1,63.94,0.0,Cairo,63.94
10226,2024-08-22,131,Wireless Mouse,Electronics,1,231.15,0.0,Aswan,231.15
10227,2024-07-29,98,Dumbbells,Sports,1,51.41,0.0,Giza,51.41
10228,2024-11-28,7,Yoga Mat,Sports,1,22.46,0.0,Aswan,22.46
10229,2024-11-06,30,Cap,Clothing,2,35.46,0.0,Giza,70.92
10230,2024-11-17,102,Comic,Books,1,13.2,0.2,Giza,10.56
10231,2024-06-25,58,Running Shoes,Sports,1,45.12,0.0,Alexandria,45.12
10232,2024-11-22,35,Jacket,Clothing,2,27.95,0.0,Aswan,55.9
10233,2024-04-19,186,Bicycle Helmet,Sports,2,51.06,0.2,Alexandria,81.7
10234,2024-07-07,169,Running Shoes,Sports,1,49.93,0.15,Cairo,42.44
10235,2024-07-09,114,Frying Pan,Home & Kitchen,2,87.28,0.0,Alexandria,174.56
10236,2024-08-21,82,Blender,Home & Kitchen,1,56.45,0.0,Alexandria,56.45
10237,2024-08-03,143,Comic,Books,1,9.01,0.05,Giza,8.56
10238,2024-01-29,62,USB-C Hub,Electronics,1,211.07,0.0,Aswan,211.07
10239,2024-09-27,179,Headphones,Electronics,1,203.97,0.0,Alexandria,203.97
10240,2024-06-12,91,Jeans,Clothing,2,34.99,0.05,Mansoura,66.48
10241,2024-09-10,25,Face Cream,Beauty,1,8.12,0.1,Cairo,7.31
10242,2024-10-20,148,Cookbook,Books,1,19.45,0.0,Cairo,19.45
10243,2024-11-19,24,Novel,Books,2,11.52,0.0,Mansoura,23.04
10244,2024-11-05,52,Headphones,Electronics,1,196.25,0.0,Cairo,196.25
10245,2024-04-25,51,Yoga Mat,Sports,1,61.9,0.15,Mansoura,52.61
10246,2024-11-11,170,Laptop,Electronics,1,283.7,0.0,Aswan,283.7
10247,2024-11-30,183,Cookbook,Books,1,17.05,0.0,Cairo,17.05
10248,2024-04-14,176,Cap,Clothing,1,28.12,0.0,Giza,28.12
10249,2024-03-07,48,Face Cream,Beauty,1,20.9,0.1,Cairo,18.81
10250,2024-11-08,72,Blender,Home & Kitchen,1,63.33,0.0,Alexandria,63.33
10251,2024-08-31,14,Bicycle Helmet,Sports,1,51.5,0.0,Cairo,51.5
10252,2024-07-17,194,Coffee Maker,Home & Kitchen,1,37.3,0.0,Mansoura,37.3
10253,2024-04-30,111,Toaster,Home & Kitchen,4,66.38,0.0,Alexandria,265.52
10254,2024-10-12,200,USB-C Hub,Electronics,1,289.23,0.05,Aswan,274.77
10255,2024-07-23,50,Wireless Mouse,Electronics,1,285.16,0.1,Cairo,256.64
10256,2024-09-29,14,Toaster,Home & Kitchen,1,54.59,0.1,Giza,49.13
10257,2024-07-03,197,Monitor,Electronics,1,221.05,0.0,Aswan,221.05
10258,2024-03-21,152,Running Shoes,Sports,2,16.73,0.0,Cairo,33.46
10259,2024-07-13,171,Lipstick,Beauty,1,22.37,0.05,Cairo,21.25
10260,2024-10-11,84,Cutlery Set,Home & Kitchen,1,74.79,0.0,Alexandria,74.79
10261,2024-10-28,65,Sneakers,Clothing,1,36.38,0.0,Cairo,36.38
10262,2024-10-12,136,Cookbook,Books,1,9.4,0.0,Cairo,9.4
10263,2024-12-26,112,Cutlery Set,Home & Kitchen,2,77.27,0.0,Aswan,154.54
10264,2024-09-26,165,Laptop,Electronics,2,296.94,0.0,Giza,593.88
10265,2024-10-07,144,Jacket,Clothing,1,21.95,0.0,Cairo,21.95
10266,2024-08-28,70,Wireless Mouse,Electronics,1,408.49,0.0,Cairo,408.49
10267,2024-08-31,24,Water Bottle,Sports,1,43.6,0.05,Mansoura,41.42
10268,2024-09-04,11,Wireless Mouse,Electronics,1,229.27,0.0,Alexandria,229.27
10269,2024-09-07,6,USB-C Hub,Electronics,3,233.01,0.1,Giza,629.13
10270,2024-11-21,84,USB-C Hub,Electronics,1,129.26,0.2,Cairo,103.41
10271,2024-05-02,37,Face Cream,Beauty,2,23.87,0.0,Cairo,47.74
10272,2024-06-02,171,Laptop,Electronics,1,224.88,0.1,Giza,202.39
10273,2024-12-06,178,Yoga Mat,Sports,1,60.85,0.1,Mansoura,54.76
10274,2024-04-02,7,Monitor,Electronics,2,367.91,0.0,Mansoura,735.82
10275,2024-10-06,50,Headphones,Electronics,2,70.38,0.0,Giza,140.76
10276,2024-10-01,38,Blender,Home & Kitchen,1,58.03,0.2,Mansoura,46.42
10277,2024-06-24,147,Laptop,Electronics,1,188.12,0.0,Giza,188.12
10278,2024-09-22,193,Headphones,Electronics,1,221.46,0.0,Alexandria,221.46
10279,2024-11-19,77,Toaster,Home & Kitchen,1,58.02,0.2,Cairo,46.42
10280,2024-10-11,192,Running Shoes,Sports,1,52.27,0.15,Cairo,44.43
10281,2024-12-10,143,Toaster,Home & Kitchen,1,55.68,0.0,Cairo,55.68
10282,2024-11-04,169,Toaster,Home & Kitchen,1,86.2,0.2,Aswan,68.96
10283,2024-07-03,46,Running Shoes,Sports,1,49.22,0.0,Mansoura,49.22
10284,2024-06-16,13,Lipstick,Beauty,1,8.76,0.0,Mansoura,8.76
10285,2024-08-09,36,Yoga Mat,Sports,1,39.73,0.0,Cairo,39.73
10286,2024-07-27,72,Coffee Maker,Home & Kitchen,1,53.84,0.0,Alexandria,53.84
10287,2024-11-16,65,Textbook,Books,1,11.62,0.0,Alexandria,11.62
10288,2024-08-04,56,Face Cream,Beauty,2,15.44,0.1,Aswan,27.79
10289,2024-06-04,189,Running Shoes,Sports,1,55.69,0.0,Giza,55.69
10290,2024-08-05,55,Lipstick,Beauty,1,16.52,0.0,Aswan,16.52
10291,2024-03-21,1,Dumbbells,Sports,1,46.15,0.0,Mansoura,46.15
10292,2024-01-10,77,Monitor,Electronics,1,171.83,0.0,Cairo,171.83
10293,2024-10-15,181,Cap,Clothing,1,33.74,0.15,Mansoura,28.68
10294,2024-05-29,59,Monitor,Electronics,1,176.3,0.0,Mansoura,176.3
10295,2024-09-12,98,Water Bottle,Sports,1,45.59,0.0,Aswan,45.59
10296,2024-06-28,44,Yoga Mat,Sports,1,49.87,0.2,Mansoura,39.9
10297,2024-11-08,113,Jeans,Clothing,1,36.32,0.15,Mansoura,30.87
10298,2024-02-20,167,Perfume,Beauty,1,15.37,0.05,Alexandria,14.6
10299,2024-02-17,155,Coffee Maker,Home & Kitchen,1,37.55,0.15,Mansoura,31.92
10300,2024-03-14,184,Wireless Mouse,Electronics,2,66.39,0.0,Cairo,132.78
10301,2024-04-09,36,Bicycle Helmet,Sports,1,34.16,0.1,Cairo,30.74
10302,2024-06-14,110,Sunscreen,Beauty,1,16.58,0.1,Alexandria,14.92
10303,2024-03-12,192,Running Shoes,Sports,1,27.83,0.0,Alexandria,27.83
10304,2024-06-22,81,Jacket,Clothing,4,45.94,0.0,Alexandria,183.76
10305,2024-06-28,157,Blender,Home & Kitchen,1,65.54,0.0,Aswan,65.54
10306,2024-09-07,45,Bicycle Helmet,Sports,2,52.1,0.1,Giza,93.78
10307,2024-06-12,41,Monitor,Electronics,1,324.42,0.1,Giza,291.98
10308,2024-07-21,58,Cap,Clothing,1,31.78,0.0,Alexandria,31.78
10309,2024-11-30,1,Bicycle Helmet,Sports,1,35.33,0.0,Mansoura,35.33
10310,2024-02-08,44,Jacket,Clothing,1,39.41,0.0,Giza,39.41
10311,2024-09-13,89,Biography,Books,1,20.28,0.0,Giza,20.28
10312,2024-09-19,59,Dumbbells,Sports,2,22.3,0.15,Alexandria,37.91
10313,2024-03-09,169,Cap,Clothing,1,37.12,0.0,Mansoura,37.12
10314,2024-08-27,88,Textbook,Books,1,18.6,0.1,Alexandria,16.74
10315,2024-08-12,63,USB-C Hub,Electronics,1,246.49,0.05,Alexandria,234.17
10316,2024-10-24,133,Headphones,Electronics,1,389.97,0.1,Alexandria,350.97
10317,2024-10-02,161,Frying Pan,Home & Kitchen,1,75.6,0.0,Cairo,75.6
10318,2024-05-16,106,Perfume,Beauty,1,13.57,0.05,Alexandria,12.89
10319,2024-09-12,196,Monitor,Electronics,1,331.2,0.1,Giza,298.08
10320,2024-07-23,84,Jeans,Clothing,1,40.82,0.2,Alexandria,32.66
10321,2024-06-11,173,Face Cream,Beauty,1,20.27,0.0,Giza,20.27
10322,2024-06-30,199,Biography,Books,1,11.43,0.2,Alexandria,9.14
10323,2024-04-13,113,Cap,Clothing,3,35.17,0.0,Alexandria,105.51
10324,2024-12-13,183,T-Shirt,Clothing,1,44.3,0.1,Alexandria,39.87
